"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","more_than_50percent_vaccinated","cancer_at_least_one_vaccine_count","cancer_at_least_one_vaccine proportion","cancer_unvaccinated_count","cancer_unvaccinated_proportion","non_cancer_at_least_one_vaccine_count","non_cancer_at_least_one_vaccine proportion","non_cancer_unvaccinated_count","non_cancer_unvaccinated_proportion","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Cancer Age (spread)","Cancer Sex (% male)","Cancer Total number","Control (non-cancer) Age (measure of centre) e.g. mean/median","Control (non-cancer) Age (centre)","Control (non-cancer) Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Control (non-cancer) Age (spread)","Control (non-cancer) Sex (% male)","Control (non-cancer) Total number","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model","Smoking Percentage (cancer)","Smoking Percentage (control)","Hypertension Percentage (cancer)","Hypertension Percentage (control)","Diabetes Mellitus (DM) Percentage (cancer)","Diabetes Mellitus (DM) Percentage (control)","Cardiovascular Disease (CVD) Percentage (cancer)","Cardiovascular Disease (CVD) Percentage (control)","Cerebrovascular Disease Percentage (cancer)","Cerebrovascular Disease Percentage (control)","Chronic Liver Disease Percentage (cancer)","Chronic Liver Disease Percentage (control)","Chronic Kidney Disease Percentage (cancer)","Chronic Kidney Disease Percentage (control)","Chronic Lung Disease Percentage (cancer)","Chronic Lung Disease Percentage (control)","Immunodeficiency/ Immunosuppression Percentage (cancer)","Immunodeficiency/ Immunosuppression Percentage (control)","Autoimmune Disease Percentage (cancer)","Autoimmune Disease Percentage (control)","Others: Please Specify Percentage (cancer)","Others: Please Specify Percentage (control)","Notes Percentage (cancer)","Notes Percentage (control)"
"105","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Renal","474",NA,"NANA","[severe disease]","mRR","0.79","0.49–1.30","0.36","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"106","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Skin (including melanoma)","409",NA,"NANA","[hospitalisation]","mRR","0.86","0.69–1.06","0.163","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"107","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Skin (including melanoma)","409",NA,"NANA","[ICU]","mRR","0.89","0.57–1.38","0.61","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"108","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Skin (including melanoma)","409",NA,"NANA","[mortality]","mRR","0.96","0.67–1.38","0.82","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"109","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Skin (including melanoma)","409",NA,"NANA","[severe disease]","mRR","0.58","0.27–1.27","0.177","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"110","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[hospitalisation]","mRR","1.05","1.00–1.09","0.03","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"111","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[ICU]","mRR","0.97","0.89–1.06","0.52","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"112","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[mortality]","mRR","1.12","1.04–1.22","0.004","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"113","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Head and neck","476",NA,"NANA","[ICU]","mRR","0.58","0.30–1.11","0.10","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"114","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Breast","2143",NA,NA,"[hospitalisation]","mRR","0.99","0.90–1.09","0.876","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"115","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Thoracic (lung, mesothelioma)","887",NA,NA,"[ICU]","mRR","1.35","1.12–1.63","0.002","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"116","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Thoracic (lung, mesothelioma)","887",NA,NA,"[mortality]","mRR","1.85","1.58–2.17","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"117","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Thoracic (lung, mesothelioma)","887",NA,NA,"[severe disease]","mRR","1.21","0.89–1.63","0.22","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"118","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Total (OF ALL CANCERS)","10426",NA,NA,"[hospitalisation]","mRR","1.10","1.06-1.14","<0.001","0.24 (2476/10426)","0.099 (25092/253179)",0.24,2476,10426,0.099,25092,253179,0.0233151109090496,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"119","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Total (OF ALL CANCERS)","10426",NA,NA,"[ICU]","mRR","1.02","0.95-1.11","0.54","0.065 (674/10426)","0.025 (6449/253179)",0.065,674,10426,0.025,6449,253179,0.0416965965196612,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"120","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Total (OF ALL CANCERS)","10426",NA,NA,"[mortality]","mRR","1.17","1.08-1.25","<0.001","0.075 (781/10426)","0.019 (4854/253179)",0.075,781,10426,0.019,4854,253179,0.0398282465590767,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"121","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Total (OF ALL CANCERS)","10426",NA,NA,"[severe disease]","mRR","1.05","0.93-1.17","0.45","0.032 (332/10426)","0.011 (2855/253179)",0.032,332,10426,0.011,2855,253179,0.058840247496595,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"122","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Urology (ureter, bladder, prostate)","1781",NA,NA,"[hospitalisation]","mRR","0.95","0.88–1.02","0.177","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"123","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Urology (ureter, bladder, prostate)","1781",NA,NA,"[ICU]","mRR","0.81","0.68–0.96","0.017","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"124","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Urology (ureter, bladder, prostate)","1781",NA,NA,"[mortality]","mRR","0.82","0.70–0.96","0.015","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"125","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Urology (ureter, bladder, prostate)","1781",NA,NA,"[severe disease]","mRR","0.78","0.60–1.01","0.055","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"126","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Lower GI (colorectal, small bowel)","794",NA,NA,"[ICU]","mRR","0.81","0.61–1.07","0.14","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"127","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Lower GI (colorectal, small bowel)","794",NA,NA,"[mortality]","mRR","0.91","0.69–1.19","0.50","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"128","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Lower GI (colorectal, small bowel)","794",NA,NA,"[severe disease]","mRR","0.9","0.61–1.35","0.62","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"129","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Renal","474",NA,"NANA","[hospitalisation]","mRR","1.06","0.91–1.22","0.46","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"130","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Chemotherapy","NR","NR",NA,"[mortality]","uRR","1.31","1.08-1.60","0.006","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"univariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"131","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Chemotherapy","NR","NR",NA,"[mortality]","mRR","1.37","1.12–1.69","0.003","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"132","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","radiotherapy","NR","NR","NANA","[mortality]","uRR","1.89","1.44-2.49","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"univariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"133","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","radiotherapy","NR","NR","NANA","[mortality]","mRR","1.83","1.37–2.46","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"134","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Lower GI (colorectal, small bowel)","794",NA,NA,"[hospitalisation]","mRR","1.05","0.93–1.20","0.42","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"135","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","M1/Stage IV: metastatic disease","1580",NA,"NANA","[hospitalisation]","mRR","1.26","1.16–1.37","<0.001","0.24 (2476/10426)","0.099 (25092/253179)",0.24,2476,10426,0.099,25092,253179,0.0233151109090496,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"136","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","M1/Stage IV: metastatic disease","1580",NA,"NANA","[ICU]","mRR","1.33","1.13–1.56","0.001","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"137","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[severe disease]","mRR (pancreas)","0.84 (pancreas)","0.33–2.12 (pancreas)","0.71 (pancreas)","NR (pancreas)","0.011 (2855/253179) (pancreas)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"138","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","Thoracic (lung, mesothelioma)","887",NA,NA,"[hospitalisation]","mRR","1.31","1.19-1.44","<0.001","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"139","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[severe disease]","mRR","0.95","0.84–1.08","0.453","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
"140","68083","Kim 2022","2020-06-01","2020-12-31","LAPIS, Outbreak","Early-clades",93049,89710,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","66","IQR","57-76","47.3","10426","median","46","IQR","32-60","42.7","253179","M1/Stage IV: metastatic disease","1580",NA,"NANA","[severe]","mRR","1.32","1.04-1.68","0.021","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate","","","","","35.0","16.8","49.7","19.6","19.0","6.2","22.4","7.2","25.7","7.2","42.2","24.7","","",NA,NA,"Peripheral Vascular Disease: 24.7","Peripheral Vascular Disease: 5.8","",""
