id,cohort,outcome,statistic,or95ci,hr95ci,value,se,lower95,upper95,p,plimit,n,ncancer,neventscancer,ratecancer,ncontrol,neventscontrol,ratecontrol,chi2,convertedrr,comment,lnvalue,lnlower95,lnupper95,model
67122,other,Hospitalisation,uor,3.92 [2.65 - 5.81],.,3.920514106750488,.2004981,2.646543741226196,5.8077374,2.03090000000e-13,.,20148,101,55,.5446,20047,4685,.2337,53.97467596,Original,Others,1.3662227,.97325456,1.759191,Univariate
67122,other,ICU Admission,uor,1.33 [0.59 - 3.03],.,1.332026362419128,.4197726,.5850627422332764,3.0326562,.4931383,.,20906,129,6,.0465,20777,734,.0353,.469671571,Original,Others,.28670135,-.53603619,1.1094389,Univariate
67122,other,Mortality,uor,4.35 [3.00 - 6.33],.,4.354904174804688,.19053917,2.997724533081055,6.326529,3.66866000000e-17,.,20906,129,41,.3178,20777,2008,.0966,70.94746076,Original,Others,1.4713026,1.0978535,1.8447517,Univariate
67122,thoracic,Hospitalisation,uor,9.18 [3.31 - 25.50],.,9.181131362915039,.52125531,3.305245876312256,25.502846,2.26255000000e-07,.,20066,19,14,.7368,20047,4685,.2337,26.79471868,Original,Lung,2.2171504,1.1955109,3.23879,Univariate
67122,thoracic,ICU Admission,uor,1.24 [0.17 - 9.22],.,1.241206288337708,1.0231651,.1670805960893631,9.2206583,.832417255,.,20800,23,1,.0435,20777,734,.0353,.044775566,Original,Lung,.21608372,-1.789279,2.2214465,Univariate
67122,thoracic,Mortality,uor,7.19 [3.15 - 16.42],.,7.190085887908936,.42127705,3.148785829544067,16.41818,4.35509000000e-08,.,20800,23,10,.4348,20777,2008,.0966,29.98452143,Original,Lung,1.9727031,1.1470169,2.7983892,Univariate
67122,all,Hospitalisation,uor,9.99 [7.53 - 13.24],.,9.988264083862305,.14392243,7.533265590667725,13.243317,2.60517000000e-85,<0.001,20310,263,198,.7529,20047,4685,.2337,383.1193562,Original,NA,2.3014109,2.0193286,2.583493,Univariate
67122,all,Hospitalisation,mor,.,.,2.883,.13577794,2.215,3.7620001,,.,20310,263,198,.7529,20047,4685,.2337,,Original,NA,1.0588315,.79525238,1.3249507,Multivariate
67122,all,ICU Admission,uor,1.61 [0.99 - 2.60],.,1.606266975402832,.24542986,.9929053783416748,2.5985291,.051307894,.,21101,324,18,.0556,20777,734,.0353,3.798194058,Original,NA,.47391284,-.007119908,.95494556,Univariate
67122,all,ICU Admission,mor,.,.,1.049,.23540635,.621,1.664,,.,21101,324,18,.0556,20777,734,.0353,,Original,NA,.047837328,-.47642419,.50922436,Multivariate
67122,all,Mortality,uor,4.48 [3.54 - 5.68],.,4.481492042541504,.12100129,3.535300731658936,5.680923,1.00827000000e-41,<0.001,21101,324,105,.3241,20777,2008,.0966,183.1229928,Original,NA,1.499956,1.2627983,1.7371137,Univariate
67122,all,Mortality,mor,.,.,3.013,.13802633,2.29,3.9489999,,.,21101,324,105,.3241,20777,2008,.0966,,Original,NA,1.1029363,.82855183,1.3734623,Multivariate
67122,uro,Hospitalisation,uor,3.17 [1.90 - 5.29],.,3.169676303863525,.26094946,1.900617599487305,5.2860961,3.04707000000e-06,.,20106,59,29,.4915,20047,4685,.2337,21.7866884,Original,Urinary Bladder+Prostate,1.1536294,.64217889,1.66508,Univariate
67122,uro,ICU Admission,uor,1.85 [0.67 - 5.11],.,1.851290822029114,.51803613,.6706908345222473,5.1100707,.227155937,.,20840,63,4,.0635,20777,734,.0353,1.458581606,Original,Urinary Bladder+Prostate,.61588311,-.39944699,1.6312132,Univariate
67122,uro,Mortality,uor,3.74 [2.16 - 6.47],.,3.738844633102417,.27987331,2.160276412963867,6.4709125,4.23892000000e-07,.,20840,63,18,.2857,20777,2008,.0966,25.58238195,Original,Urinary Bladder+Prostate,1.3187766,.77023619,1.8673171,Univariate
67144,all,ICU Admission,mor,.,.,1.04,.12931332,.8,1.34,1,.,5556,421,82,.1948,5135,913,.1778,,Original,"the paper did not specify severity, but specified sepsis which I have included in the severity column   unspecified = multiple sites ",.039220713,-.22314355,.29266962,Multivariate
67144,all,Mortality,mor,.,.,1.02,.11981855,.8100000000000001,1.29,.86,.,5556,421,129,.3064,5135,1272,.2477,,Original,"the paper did not specify severity, but specified sepsis which I have included in the severity column   unspecified = multiple sites ",.019802628,-.21072103,.25464219,Multivariate
67144,all,Severe Disease,mor,.,.,1.31,.10520983,1.06,1.61,.05,.,5556,421,253,.601,5135,2821,.5494,,Original,"the paper did not specify severity, but specified sepsis which I have included in the severity column   unspecified = multiple sites ",.27002713,.058268908,.4762342,Multivariate
67898,haem,Mortality,uor,3.24 [1.77 - 5.93],.,3.241658210754395,.30852431,1.770725965499878,5.9344854,.0000786095,.,366,51,28,.549,315,86,.273,15.59144406,Original,NA,1.176085,.57138962,1.7807803,Univariate
67898,haem,Mortality,mor,.,.,4.144,.61489964,1.24,13.83,.0262,.,366,51,28,.549,315,86,.273,,Original,NA,1.4216615,.21511137,2.6268401,Multivariate
67898,solid,Mortality,uor,1.83 [1.01 - 3.32],.,1.830668568611145,.30446553,1.007972598075867,3.3248398,.044918274,.,369,54,22,.4074,315,86,.273,4.021705285,Original,NA,.60468125,.0079409853,1.2014215,Univariate
67898,solid,Mortality,mor,.,.,2.344,.50525355,.87,6.3099999,.0262,.,369,54,22,.4074,315,86,.273,,Original,NA,.85185885,-.13926207,1.8421357,Multivariate
67898,all,Mortality,uor,3.42 [2.16 - 5.40],.,3.415318489074707,.23384398,2.15964937210083,5.401062,6.96528000000e-08,.,420,105,59,.5619,315,86,.273,29.07435737,Original,NA,1.2282708,.76994586,1.6865956,Univariate
68083,breast,Hospitalisation,mrr,0.99 [0.90 - 1.09],.,.99,.049096953,.9,1.09,.876,.,,,,,253179,25092,.0991,,Original,NA,-.010050336,-.10536052,.086177729,Multivariate
68083,breast,ICU Admission,mrr,0.92 [0.74 - 1.13],.,.92,.10489971,.74,1.13,.409,.,,,,,253179,6449,.0255,,Original,NA,-.083381608,-.30110508,.12221763,Multivariate
68083,breast,Mortality,mrr,1.08 [0.88 - 1.32],.,1.08,.10238512,.88,1.3200001,.47,.,,,,,253179,4854,.0192,,Original,NA,.07696104,-.12783337,.27763179,Multivariate
68083,breast,Severe Disease,mrr,1.06 [0.78 - 1.45],.,1.06,.15984748,.78,1.45,.7,.,,,,,253179,2855,.0113,,Original,NA,.058268908,-.24846137,.37156358,Multivariate
68083,gynae,Hospitalisation,mrr,1.15 [0.90 - 1.46],.,1.15,.1217752,.9,1.46,.27,.,,,,,253179,25092,.0991,,Original,NANA,.13976194,-.10536052,.37843648,Multivariate
68083,gynae,ICU Admission,mrr,1.58 [1.03 - 2.41],.,1.58,.21541354,1.03,2.4100001,.04,.,,,,,253179,6449,.0255,,Original,NANA,.45742485,.029558802,.87962681,Multivariate
68083,gynae,Mortality,mrr,1.62 [0.96 - 2.74],.,1.62,.26813394,.96,2.74,.07,.,,,,,253179,4854,.0192,,Original,NANA,.48242614,-.040821996,1.0079579,Multivariate
68083,gynae,Severe Disease,mrr,1.53 [0.81 - 2.90],.,1.53,.32625312,.8100000000000001,2.9000001,.19,.,,,,,253179,2855,.0113,,Original,NANA,.42526773,-.21072103,1.0647107,Multivariate
68083,haem,Hospitalisation,mrr,1.31 [1.22 - 1.40],.,1.31,.033901244,1.22,1.4,,<0.001,,,,,253179,25092,.0991,,Original,NA,.27002713,.19885086,.33647221,Multivariate
68083,haem,ICU Admission,mrr,1.27 [1.10 - 1.46],.,1.27,.071133882,1.1,1.46,.001,.,,,,,253179,6449,.0255,,Original,NA,.23901691,.095310181,.37843648,Multivariate
68083,haem,Mortality,mrr,1.48 [1.30 - 1.68],.,1.48,.06467054,1.3,1.6799999,,<0.001,,,,,253179,4854,.0192,,Original,NA,.3920421,.26236427,.51879376,Multivariate
68083,haem,Severe Disease,mrr,1.41 [1.16 - 1.72],.,1.41,.10139728,1.16,1.72,.001,.,,,,,253179,2855,.0113,,Original,NA,.34358969,.14842001,.5423243,Multivariate
68083,han,Hospitalisation,mrr,0.76 [0.59 - 0.90],.,.76,.086265184,.59,.89999998,.035,.,,,,,253179,25092,.0991,,Original,NA,-.27443683,-.52763271,-.10536055,Multivariate
68083,han,ICU Admission,mrr,0.58 [0.30 - 1.11],.,.58,.33117369,.3,1.11,.1,.,,,,,253179,6449,.0255,,Original,NA,-.54472715,-1.2039728,.10436003,Multivariate
68083,han,Mortality,mrr,0.83 [0.46 - 1.51],.,.83,.30533236,.46,1.51,.55,.,,,,,253179,4854,.0192,,Original,NA,-.18632957,-.77652878,.41210964,Multivariate
68083,han,Severe Disease,mrr,0.38 [0.12 - 1.19],.,.38,.58242893,.12,1.1900001,.1,.,,,,,253179,2855,.0113,,Original,NA,-.96758401,-2.1202636,.17395335,Multivariate
68083,liver,Hospitalisation,mrr,1.23 [1.00 - 1.51],.,1.23,.10464268,1,1.51,.05,.,,,,,253179,25092,.0991,,Original,NA,.20701417,0,.41210964,Multivariate
68083,pancreas,Hospitalisation,mrr,0.98 [0.71 - 1.35],.,.98,.16342543,.71,1.35,.91,.,,,,,253179,25092,.0991,,Original,NA,-.020202707,-.34249032,.30010462,Multivariate
68083,liver,ICU Admission,mrr,0.96 [0.62 - 1.49],.,.96,.22428933,.62,1.49,.85,.,,,,,253179,6449,.0255,,Original,NA,-.040821996,-.47803581,.39877611,Multivariate
68083,pancreas,ICU Admission,mrr,0.72 [0.35 - 1.46],.,.72,.36069131,.35,1.46,.363,.,,,,,253179,6449,.0255,,Original,NA,-.32850406,-1.0498221,.37843648,Multivariate
68083,liver,Mortality,mrr,2.46 [1.80 - 3.36],.,2.46,.15907447,1.8,3.3599999,,<0.001,,,,,253179,4854,.0192,,Original,NA,.90016133,.58778667,1.2119409,Multivariate
68083,pancreas,Mortality,mrr,1.94 [1.19 - 3.16],.,1.94,.24892554,1.19,3.1600001,.008,.,,,,,253179,4854,.0192,,Original,NA,.66268796,.17395331,1.1505721,Multivariate
68083,liver,Severe Disease,mrr,1.14 [0.63 - 2.05],.,1.14,.29939973,.63,2.05,.67,.,,,,,253179,2855,.0113,,Original,NA,.13102826,-.46203545,.71783978,Multivariate
68083,pancreas,Severe Disease,mrr,0.84 [0.33 - 2.12],.,.84,.47234097,.33,2.1199999,.71,.,,,,,253179,2855,.0113,,Original,NA,-.17435339,-1.1086626,.75141603,Multivariate
68083,gilower,Hospitalisation,mrr,1.05 [0.93 - 1.20],.,1.05,.068129674,.93,1.2,.42,.,,,,,253179,25092,.0991,,Original,NA,.048790164,-.072570696,.18232159,Multivariate
68083,gilower,ICU Admission,mrr,0.81 [0.61 - 1.07],.,.8100000000000001,.14203337,.61,1.0700001,.14,.,,,,,253179,6449,.0255,,Original,NA,-.21072103,-.49429631,.0676587,Multivariate
68083,gilower,Mortality,mrr,0.91 [0.69 - 1.19],.,.91,.1368722,.6899999999999999,1.1900001,.5,.,,,,,253179,4854,.0192,,Original,NA,-.094310679,-.37106368,.17395335,Multivariate
68083,gilower,Severe Disease,mrr,0.90 [0.61 - 1.35],.,.9,.20687418,.61,1.35,.62,.,,,,,253179,2855,.0113,,Original,NA,-.10536052,-.49429631,.30010462,Multivariate
68083,renal,Hospitalisation,mrr,1.06 [0.91 - 1.22],.,1.06,.071726963,.91,1.22,.46,.,,,,,253179,25092,.0991,,Original,NANA,.058268908,-.094310679,.19885089,Multivariate
68083,renal,ICU Admission,mrr,0.80 [0.57 - 1.13],.,.8,.17620827,.57,1.13,.202,.,,,,,253179,6449,.0255,,Original,NANA,-.22314355,-.56211895,.12221763,Multivariate
68083,renal,Mortality,mrr,1.15 [0.86 - 1.53],.,1.15,.14566918,.86,1.53,.34,.,,,,,253179,4854,.0192,,Original,NANA,.13976194,-.15082289,.42526773,Multivariate
68083,renal,Severe Disease,mrr,0.79 [0.49 - 1.30],.,.79,.25413099,.49,1.3,.36,.,,,,,253179,2855,.0113,,Original,NANA,-.23572233,-.71334988,.26236424,Multivariate
68083,skin,Hospitalisation,mrr,0.86 [0.69 - 1.06],.,.86,.10668164,.6899999999999999,1.0599999,.163,.,,,,,253179,25092,.0991,,Original,NA,-.15082289,-.37106368,.058268853,Multivariate
68083,skin,ICU Admission,mrr,0.89 [0.57 - 1.38],.,.89,.22378892,.57,1.38,.61,.,,,,,253179,6449,.0255,,Original,NA,-.11653382,-.56211895,.3220835,Multivariate
68083,skin,Mortality,mrr,0.96 [0.67 - 1.38],.,.96,.18515964,.67,1.38,.82,.,,,,,253179,4854,.0192,,Original,NA,-.040821996,-.40047756,.3220835,Multivariate
68083,skin,Severe Disease,mrr,0.58 [0.27 - 1.27],.,.58,.39987758,.27,1.27,.177,.,,,,,253179,2855,.0113,,Original,NA,-.54472715,-1.3093333,.23901689,Multivariate
68083,solid,Hospitalisation,mrr,1.05 [1.00 - 1.09],.,1.05,.019075677,1,1.09,.03,.,,,,,253179,25092,.0991,,Original,NA,.048790164,0,.086177729,Multivariate
68083,solid,ICU Admission,mrr,0.97 [0.89 - 1.06],.,.97,.045270342,.89,1.0599999,.52,.,,,,,253179,6449,.0255,,Original,NA,-.030459208,-.11653382,.058268853,Multivariate
68083,solid,Mortality,mrr,1.12 [1.04 - 1.22],.,1.12,.043634664,1.04,1.22,.004,.,,,,,253179,4854,.0192,,Original,NA,.11332869,.039220713,.19885089,Multivariate
68083,solid,Severe Disease,mrr,0.95 [0.84 - 1.08],.,.95,.065437242,.84,1.08,.453,.,,,,,253179,2855,.0113,,Original,NA,-.051293295,-.17435339,.076961078,Multivariate
68083,thoracic,Hospitalisation,mrr,1.31 [1.19 - 1.44],.,1.31,.048274461,1.19,1.4400001,,<0.001,,,,,253179,25092,.0991,,Original,NA,.27002713,.17395331,.36464316,Multivariate
68083,thoracic,ICU Admission,mrr,1.35 [1.12 - 1.63],.,1.35,.096162893,1.12,1.63,.002,.,,,,,253179,6449,.0255,,Original,NA,.30010459,.11332869,.48858002,Multivariate
68083,thoracic,Mortality,mrr,1.85 [1.58 - 2.17],.,1.85,.081400417,1.58,2.1700001,,<0.001,,,,,253179,4854,.0192,,Original,NA,.61518562,.45742485,.77472723,Multivariate
68083,thoracic,Severe Disease,mrr,1.21 [0.89 - 1.63],.,1.21,.15202333,.89,1.63,.22,.,,,,,253179,2855,.0113,,Original,NA,.19062036,-.11653382,.48858002,Multivariate
68083,all,Hospitalisation,mrr,1.10 [1.06 - 1.14],.,1.1,.018223876,1.06,1.14,,<0.001,263605,10426,2476,.2375,253179,25092,.0991,,Original,NA,.095310181,.058268908,.13102825,Multivariate
68083,all,ICU Admission,mrr,1.02 [0.95 - 1.11],.,1.02,.043142412,.95,1.11,.54,.,263605,10426,674,.0646,253179,6449,.0255,,Original,NA,.019802628,-.051293295,.10436003,Multivariate
68083,all,Mortality,mrr,1.17 [1.08 - 1.25],.,1.17,.033745486,1.08,1.25,,<0.001,263605,10426,781,.0749,253179,4854,.0192,,Original,NA,.15700375,.07696104,.22314355,Multivariate
68083,all,Severe Disease,mrr,1.05 [0.93 - 1.17],.,1.05,.055212121,.93,1.17,.45,.,263605,10426,332,.0318,253179,2855,.0113,,Original,NA,.048790164,-.072570696,.15700372,Multivariate
68083,uro,Hospitalisation,mrr,0.95 [0.88 - 1.02],.,.95,.036274161,.88,1.02,.177,.,,,,,253179,25092,.0991,,Original,NA,-.051293295,-.12783337,.019802609,Multivariate
68083,uro,ICU Admission,mrr,0.81 [0.68 - 0.96],.,.8100000000000001,.086684942,.68,.95999998,.017,.,,,,,253179,6449,.0255,,Original,NA,-.21072103,-.38566247,-.040822018,Multivariate
68083,uro,Mortality,mrr,0.82 [0.70 - 0.96],.,.82,.080424562,.7,.95999998,.015,.,,,,,253179,4854,.0192,,Original,NA,-.19845094,-.35667494,-.040822018,Multivariate
68083,uro,Severe Disease,mrr,0.78 [0.60 - 1.01],.,.78,.13184538,.6,1.01,.055,.,,,,,253179,2855,.0113,,Original,NA,-.24846137,-.51082563,.0099503212,Multivariate
68304,breast,Mortality,uor,2.90 [1.23 - 6.83],.,2.901052631578948,.43715173,1.231550267412142,6.8337498,,.,1543,32,7,.2188,1511,133,.088,,Original,NA,1.0650736,.20827375,1.9218736,Univariate
68304,haem,Mortality,uor,11.92 [6.38 - 22.26],.,11.91503759398496,.31894004,6.376960356063724,22.262663,,.,1554,43,23,.5349,1511,133,.088,,Original,NA,2.4778013,1.8526915,3.102911,Univariate
68304,solid,Mortality,uor,4.83 [3.49 - 6.69],.,4.830850131463628,.16594382,3.48957244082234,6.6876712,,.,1750,239,76,.318,1511,133,.088,,Original,NA,1.5750225,1.2497792,1.9002657,Univariate
68304,thoracic,Mortality,uor,6.22 [3.37 - 11.45],.,6.216541353383459,.31166226,3.374908125761675,11.450796,,.,1559,48,18,.375,1511,133,.088,,Original,NA,1.8272136,1.2163681,2.4380593,Univariate
68304,all,ICU Admission,uor,4.11 [3.05 - 5.52],.,4.10670731707317,.15098807,3.054729312231721,5.5209622,,.,1793,282,94,.3333,1511,164,.1085,,Original,NA,1.4126216,1.116691,1.7085521,Univariate
68304,all,Mortality,uor,5.61 [4.14 - 7.58],.,5.605078269444102,.15430482,4.142260885107719,7.5844817,,.,1793,282,99,.3511,1511,133,.088,,Original,NA,1.723673,1.4212418,2.0261042,Univariate
68304,all,Severe Disease,uor,0.64 [0.47 - 0.87],.,.6406046442245538,.15512286,.4726607440639947,.8682217,,.,1793,282,61,.2163,1511,455,.3011,,Original,NA,-.44534278,-.74937737,-.14130819,Univariate
68304,giupper,Mortality,uor,5.28 [3.19 - 8.75],.,5.28202860091405,.2575148,3.188630573463672,8.7497835,,.,1588,77,26,.3377,1511,133,.088,,Original,NA,1.6643102,1.1595916,2.169029,Univariate
68304,uro,Mortality,uor,4.01 [2.01 - 7.99],.,4.010671840892554,.35190323,2.012227890146251,7.9938703,,.,1554,43,12,.2791,1511,133,.088,,Original,NA,1.3889588,.69924253,2.078675,Univariate
68513,all,ICU Admission,uor,1.27 [0.63 - 2.55],.,1.267421083978559,.35664505,.6300060675107897,2.5497472,.59,.,245,89,16,.1798,156,23,.1474,,Original,NA,.23698419,-.46202582,.93599421,Univariate
68513,all,Mortality,uor,2.24 [1.30 - 3.87],.,2.244670629501343,.27808085,1.301518321037292,3.8712835,.003340626,< 0.001,245,89,41,.4607,156,43,.2756,8.611415130999999,Original,NA,.80855882,.26353154,1.3535861,Univariate
68513,all,Mortality,mor,.,.,4.59,.36028001,2.26,9.3000002,,< 0.001,245,89,41,.4607,156,43,.2756,,Original,NA,1.52388,.81536484,2.2300143,Multivariate
69975,han,Hospitalisation,uor,0.41 [0.30 - 0.56],.,.4121212065219879,.15383001,.3048490881919861,.55714089,5.83100000000e-09,.,776,388,208,.5361,388,286,.7371,33.89025756,Original,NA,-.88643777,-1.1879385,-.58493716,Univariate
69975,han,Hospitalisation,mor,.,.,.38,.17928831,.27,.54000002,,<0.001,776,388,208,.5361,388,286,.7371,,Original,NA,-.96758401,-1.3093333,-.61618608,Multivariate
69975,han,ICU Admission,uor,1.20 [0.71 - 2.04],.,1.200788736343384,.27101547,.7059571146965027,2.0424664,.499174651,.,494,208,29,.1394,286,34,.1189,.456690706,Original,NA,.18297862,-.3482008,.71415812,Univariate
69975,han,Mortality,uor,0.93 [0.46 - 1.92],.,.9349865913391113,.36679122,.4556095004081726,1.9187483,.854559517,.,776,388,15,.0387,388,16,.0412,.033600346,Original,NA,-.067223087,-.78611922,.65167302,Univariate
69975,han,Severe Disease,uor,1.51 [0.73 - 3.12],.,1.505555510520935,.37157106,.7268010973930359,3.1187315,.268083225,.,494,208,16,.0769,286,15,.0524,1.226528505,Original,NA,.40916193,-.31910244,1.1374264,Univariate
69975,solid,Hospitalisation,uor,0.41 [0.30 - 0.56],.,.4121212065219879,.15383001,.3048490881919861,.55714089,5.83100000000e-09,.,776,388,208,.5361,388,286,.7371,33.89025756,Original,NA,-.88643777,-1.1879385,-.58493716,Univariate
69975,solid,Hospitalisation,mor,.,.,.38,.17928831,.27,.54000002,,<0.001,776,388,208,.5361,388,286,.7371,,Original,NA,-.96758401,-1.3093333,-.61618608,Multivariate
69975,solid,ICU Admission,uor,1.20 [0.71 - 2.04],.,1.200788736343384,.27101547,.7059571146965027,2.0424664,.499174651,.,494,208,29,.1394,286,34,.1189,.456690706,Original,NA,.18297862,-.3482008,.71415812,Univariate
69975,solid,Mortality,uor,0.93 [0.46 - 1.92],.,.9349865913391113,.36679122,.4556095004081726,1.9187483,.854559517,.,776,388,15,.0387,388,16,.0412,.033600346,Original,NA,-.067223087,-.78611922,.65167302,Univariate
69975,solid,Severe Disease,uor,1.51 [0.73 - 3.12],.,1.505555510520935,.37157106,.7268010973930359,3.1187315,.268083225,.,494,208,16,.0769,286,15,.0524,1.226528505,Original,NA,.40916193,-.31910244,1.1374264,Univariate
69975,all,Hospitalisation,uor,0.41 [0.30 - 0.56],.,.4121212065219879,.15383001,.3048490881919861,.55714089,5.83100000000e-09,.,776,388,208,.5361,388,286,.7371,33.89025756,Original,NA,-.88643777,-1.1879385,-.58493716,Univariate
69975,all,Hospitalisation,mor,.,.,.38,.17928831,.27,.54000002,,<0.001,776,388,208,.5361,388,286,.7371,,Original,NA,-.96758401,-1.3093333,-.61618608,Multivariate
69975,all,ICU Admission,uor,1.20 [0.71 - 2.04],.,1.200788736343384,.27101547,.7059571146965027,2.0424664,.499174651,.,494,208,29,.1394,286,34,.1189,.456690706,Original,NA,.18297862,-.3482008,.71415812,Univariate
69975,all,Mortality,uor,0.93 [0.46 - 1.92],.,.9349865913391113,.36679122,.4556095004081726,1.9187483,.854559517,.,776,388,15,.0387,388,16,.0412,.033600346,Original,NA,-.067223087,-.78611922,.65167302,Univariate
69975,all,Severe Disease,uor,1.51 [0.73 - 3.12],.,1.505555510520935,.37157106,.7268010973930359,3.1187315,.268083225,.,494,208,16,.0769,286,15,.0524,1.226528505,Original,NA,.40916193,-.31910244,1.1374264,Univariate
69989,breast,Mortality,mor,.,.,1.4,,,,,.,,,,,315410,115066,.3648,,Original,NA,.33647224,,,Multivariate
69989,haem,Mortality,uor,3.27 [2.86 - 3.80],.,3.27,.076639868,2.86,3.8,,<0.01,,,,,315410,115066,.3648,,Original,NA,1.18479,1.0508217,1.3350011,Univariate
69989,haem,Mortality,mor,.,.,2.85,.087020524,2.41,3.3800001,,<0.01,,,,,315410,115066,.3648,,Original,NA,1.0473189,.87962675,1.2178757,Multivariate
69989,gilower,Mortality,mor,.,.,1.4,,,,,.,,,,,315410,115066,.3648,,Original,NA,.33647224,,,Multivariate
69989,solid,Mortality,uor,2.59 [2.46 - 2.72],.,2.59,.024987252,2.46,2.72,,<0.01,,,,,315410,115066,.3648,,Original,NA,.95165789,.90016133,1.0006319,Univariate
69989,solid,Mortality,mor,.,.,1.83,.032405473,1.72,1.95,,<0.01,,,,,315410,115066,.3648,,Original,NA,.604316,.5423243,.66782939,Multivariate
69989,thoracic,Mortality,mor,.,.,2.9,,,,,.,,,,,315410,115066,.3648,,Original,NA,1.0647107,,,Multivariate
69989,all,ICU Admission,uor,1.32 [1.26 - 1.39],.,1.323557780299887,.023786133,1.263269896061912,1.3867228,,.,322816,7406,3159,.4265,315410,113481,.3598,,Original,invasive resp support; Noninvasive resp support,.28032339,.23370351,.32694328,Univariate
69989,all,Mortality,uor,2.66 [2.54 - 2.79],.,2.66432785987854,.024053976,2.541633605957031,2.7929451,0,<0.01,322816,7406,4479,.6048,315410,115066,.3648,1786.92483,Original,invasive resp support; Noninvasive resp support,.9799518,.93280703,1.0270966,Univariate
69989,all,Mortality,mor,.,.,1.94,.030622045,1.83,2.0599999,,<0.01,322816,7406,4479,.6048,315410,115066,.3648,,Original,invasive resp support; Noninvasive resp support,.66268796,.604316,.72270596,Multivariate
69989,all,Severe Disease,uor,1.36 [1.29 - 1.44],.,1.36327850818634,.027457464,1.291852116584778,1.4386541,9.40277000000e-30,<0.001,322816,7406,1802,.2433,315410,60197,.1909,128.3514528,Original,invasive resp support; Noninvasive resp support,.30989248,.25607693,.36370799,Univariate
69989,all,Severe Disease,uor,1.00 [0.95 - 1.04],.,.9955486667348193,.023612769,.9505244771484604,1.0427055,,.,322816,7406,3360,.4537,315410,143446,.4548,,Original,invasive resp support; Noninvasive resp support,-.0044612698,-.050741367,.041818812,Univariate
69989,giupper,Mortality,mor,.,.,2.9,,,,,.,,,,,315410,115066,.3648,,Original,NA,1.0647107,,,Multivariate
69989,bladder,Mortality,mor,.,.,1.8,,,,,.,,,,,315410,115066,.3648,,Original,NA,.58778667,,,Multivariate
69989,prostate,Mortality,mor,.,.,1.1,,,,,.,,,,,315410,115066,.3648,,Original,NA,.095310181,,,Multivariate
69998,breast,ICU Admission,mhr,.,0.98 [0.48 - 2.00],.98,.36396146,.48,2,,.,4499,673,8,.0119,3826,502,.1312,,Original,NA,-.020202707,-.73396915,.69314718,Multivariate
69998,breast,Mortality,mhr,.,0.92 [0.72 - 1.17],.92,.12264808,.72,1.17,,.,38941,673,70,.104,38268,1914,.05,,Original,NA,-.083381608,-.32850406,.15700372,Multivariate
69998,haem,ICU Admission,mhr,.,1.50 [0.83 - 2.73],1.5,.30553508,.83,2.73,,.,4106,280,11,.0393,3826,502,.1312,,Original,NA,.4054651,-.18632957,1.0043017,Multivariate
69998,haem,Mortality,mhr,.,1.79 [1.36 - 2.34],1.79,.13670446,1.36,2.3399999,,.,38548,280,54,.1929,38268,1914,.05,,Original,NA,.58221561,.30748469,.85015088,Multivariate
69998,gilower,ICU Admission,mhr,.,1.40 [0.86 - 2.27],1.4,.24659054,.86,2.27,,.,4233,407,17,.0418,3826,502,.1312,,Original,NA,.33647224,-.15082289,.81977981,Multivariate
69998,gilower,Mortality,mhr,.,1.34 [1.10 - 1.65],1.34,.10617852,1.1,1.65,,.,38675,407,98,.2408,38268,1914,.05,,Original,NA,.29266962,.095310181,.50077528,Multivariate
69998,solid,ICU Admission,mhr,.,1.04 [0.82 - 1.32],1.04,.12164078,.82,1.3200001,,.,6644,2818,82,.0291,3826,502,.1312,,Original,NA,.039220713,-.19845094,.27763179,Multivariate
69998,solid,Mortality,mhr,.,1.19 [1.07 - 1.31],1.19,.049018238,1.07,1.3099999,,.,41086,2818,486,.1725,38268,1914,.05,,Original,NA,.17395331,.067658648,.2700271,Multivariate
69998,all,ICU Admission,mhr,.,0.90 [0.52 - 1.56],.9,.28064159,.52,1.5599999,,.,4292,466,13,.0279,3826,502,.1312,,Original,NA,-.10536052,-.65392649,.44468579,Multivariate
69998,all,Mortality,mhr,.,1.93 [1.61 - 2.33],1.93,.096097998,1.61,2.3299999,,.,38734,466,119,.2554,38268,1914,.05,,Original,NA,.65752,.47623417,.84586823,Multivariate
69998,uro,ICU Admission,mhr,.,1.15 [0.77 - 1.71],1.15,.20241813,.77,1.71,,.,4286,460,27,.0587,3826,502,.1312,,Original,NA,.13976194,-.26136476,.53649342,Multivariate
69998,uro,Mortality,mhr,.,1.04 [0.85 - 1.27],1.04,.1019389,.85,1.27,,.,38728,460,108,.2348,38268,1914,.05,,Original,NA,.039220713,-.16251893,.23901689,Multivariate
70002,breast,Mortality,uor,1.36 [0.65 - 2.87],.,1.36286461353302,.37914094,.6482282876968384,2.8653483,.412351776,.,4903,70,8,.1143,4833,418,.0865,.672009799,Original,NA,.30958882,-.43351236,1.0526899,Univariate
70002,cns,Mortality,uor,.,.,0,,,,.6634606119999999,.,4835,2,0,0,4833,418,.0865,.189347058,Original,NANA,,,,Univariate
70002,gynae,Mortality,uor,0.88 [0.11 - 6.79],.,.8801833987236023,1.0420903,.1141684502363205,6.7857871,.902460989,.,4846,13,1,.0769,4833,418,.0865,.015019264,Original,NANA,-.12762499,-2.1700802,1.9148303,Univariate
