"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","vaccinated Total number of patients","vaccinated Percentage","vaccinated Comment","unvaccinated Total number of patients","unvaccinated Percentage","unvaccinated Comment","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Sex (% male)","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model"
"219","67898","Plais 2022","2020-03-12","2021-04-07","LAPIS, Outbreak","Early-clades",13940,22834,"","",NA,NA,NA,NA,NA,"","","","420","100","","",NA,NA,"",NA,"","NA","Mean","69","68.6","SOLID AGGREGATED [add all solid values]","54",NA,"NA","[mortality]","mOR","2.344","0.87-6.31","0.0262","NR","0.274 (86/315)",NA,NA,NA,0.274,86,315,NA,"multivariate"
"220","67898","Plais 2022","2020-03-12","2021-04-07","LAPIS, Outbreak","Early-clades",13940,22834,"","",NA,NA,NA,NA,NA,"","","","420","100","","",NA,NA,"",NA,"","NA","Mean","69","68.6","Total (OF ALL CANCERS)","105",NA,NA,"[mortality]","uOR","2.3","1.24-4.28","0.0082","0.562 (59/105)","0.274 (86/315)",0.562,59,105,0.274,86,315,0.203163658702854,"univariate"
"221","67898","Plais 2022","2020-03-12","2021-04-07","LAPIS, Outbreak","Early-clades",13940,22834,"","",NA,NA,NA,NA,NA,"","","","420","100","","",NA,NA,"",NA,"","NA","Mean","69","68.6","SOLID AGGREGATED [add all solid values]","54",NA,"NA","[mortality]","uOR","1.88","0.82-4.27","0.13","NR","0.274 (86/315)",NA,NA,NA,0.274,86,315,NA,"univariate"
"222","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","291",NA,"NANA","[severe disease]","mRR","1.53","0.81–2.90","0.19","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"223","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[ICU]","mRR (pancreas)","0.72 (pancreas)","0.35–1.46 (pancreas)","0.363 (pancreas)","NR (pancreas)","0.025 (6449 /253179) (pancreas)",NA,NA,NA,0.025,NA,253179,NA,"multivariate"
"224","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[hospitalisation]","mRR (pancreas)","0.98 (pancreas)","0.71–1.35 (pancreas)","0.91  (pancreas)","NR (pancreas)","0.099 (25092/253179) (pancreas)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"225","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[ICU]","mRR (liver)","0.96 (liver)","0.62–1.49 (liver)","0.85 (liver)","NR (liver)","0.025 (6449/253179) (liver)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"226","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[severe disease]","mRR (pancreas)","0.84 (pancreas)","0.33–2.12 (pancreas)","0.71 (pancreas)","NR (pancreas)","0.011 (2855/253179) (pancreas)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"227","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[mortality]","mRR (liver)","2.46 (liver)","1.80–3.36 (liver)","<0.001 (liver)","NR (liver)","0.019 (4854/253179) (liver)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"228","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[mortality]","mRR (pancreas)","1.94 (pancreas)","1.19–3.16 (pancreas)","0.008 (pancreas)","NR (pancreas)","0.019 (4854/253179) (pancreas)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"229","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[severe disease]","mRR (liver)","1.14 (liver)","0.63–2.05 (liver)","0.67 (liver)","NR (liver)","0.011 (2855/253179) (liver)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"230","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Lower GI (colorectal, small bowel)","794",NA,NA,"[severe disease]","mRR","0.9","0.61–1.35","0.62","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"231","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Renal","474",NA,"NANA","[hospitalisation]","mRR","1.06","0.91–1.22","0.46","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"232","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Renal","474",NA,"NANA","[ICU]","mRR","0.8","0.57–1.13","0.202","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"233","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Renal","474",NA,"NANA","[mortality]","mRR","1.15","0.86–1.53","0.34","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"234","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Renal","474",NA,"NANA","[severe disease]","mRR","0.79","0.49–1.30","0.36","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"235","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Skin (including melanoma)","409",NA,"NA","[hospitalisation]","mRR","0.86","0.69–1.06","0.163","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"236","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Skin (including melanoma)","409",NA,"NA","[ICU]","mRR","0.89","0.57–1.38","0.61","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"237","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Skin (including melanoma)","409",NA,"NA","[mortality]","mRR","0.96","0.67–1.38","0.82","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"238","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Skin (including melanoma)","409",NA,"NA","[severe disease]","mRR","0.58","0.27–1.27","0.177","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"239","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[hospitalisation]","mRR","1.05","1.00–1.09","0.03","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"240","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Lower GI (colorectal, small bowel)","794",NA,NA,"[hospitalisation]","mRR","1.05","0.93–1.20","0.42","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"241","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Lower GI (colorectal, small bowel)","794",NA,NA,"[ICU]","mRR","0.81","0.61–1.07","0.14","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"242","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Lower GI (colorectal, small bowel)","794",NA,NA,"[mortality]","mRR","0.91","0.69–1.19","0.50","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"243","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Breast","2143",NA,NA,"[hospitalisation]","mRR","0.99","0.90–1.09","0.876","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"244","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Breast","2143",NA,NA,"[ICU]","mRR","0.92","0.74–1.13","0.409","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"245","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Breast","2143",NA,NA,"[mortality]","mRR","1.08","0.88–1.32","0.47","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"246","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Breast","2143",NA,NA,"[severe disease]","mRR","1.06","0.78–1.45","0.7","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"247","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","291",NA,"NANA","[hospitalisation]","mRR","1.15","0.90–1.46","0.27","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"248","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","291",NA,"NANA","[ICU]","mRR","1.58","1.03–2.41","0.04","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"249","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","291",NA,"NANA","[mortality]","mRR","1.62","0.96–2.74","0.07","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"250","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Total (OF ALL CANCERS)","10426",NA,NA,"[severe disease]","mRR","1.05","0.93-1.17","0.45","0.032 (332/10426)","0.011 (2855/253179)",0.032,332,10426,0.011,2855,253179,0.058840247496595,"multivariate"
"251","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Haematological","2224",NA,NA,"[hospitalisation]","mRR","1.31","1.22–1.40","<0.001","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"252","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Haematological","2224",NA,NA,"[ICU]","mRR","1.27","1.10–1.46","0.001","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"253","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Haematological","2224",NA,NA,"[mortality]","mRR","1.48","1.30–1.68","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"254","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Haematological","2224",NA,NA,"[severe disease]","mRR","1.41","1.16–1.72","0.001","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"255","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Head and neck","476",NA,"NA","[hospitalisation]","mRR","0.76","0.59–0.9","0.035","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"256","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Head and neck","476",NA,"NA","[ICU]","mRR","0.58","0.30–1.11","0.10","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"257","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Head and neck","476",NA,"NA","[mortality]","mRR","0.83","0.46–1.51","0.55","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"258","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Head and neck","476",NA,"NA","[severe disease]","mRR","0.38","0.12–1.19","0.1","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"259","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Hepatobiliary (liver, pancreas, gall bladder)","207 (liver); 121 (pancreas)",NA,"NA","[hospitalisation]","mRR (liver)","1.23 (liver)","1.00–1.51 (liver)","0.05 (liver)","NR (liver)","0.099 (25092/253179) (liver)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"260","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","M1/Stage IV: metastatic disease","1580",NA,NA,"[hospitalisation]","mRR","1.26","1.16–1.37","<0.001","0.24 (2476/10426)","0.099 (25092/253179)",0.24,2476,10426,0.099,25092,253179,0.0233151109090496,"multivariate"
"261","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","M1/Stage IV: metastatic disease","1580",NA,NA,"[ICU]","mRR","1.33","1.13–1.56","0.001","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"262","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","M1/Stage IV: metastatic disease","1580",NA,NA,"[mortality]","mRR","2.09","1.82–2.39","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"263","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","M1/Stage IV: metastatic disease","1580",NA,NA,"[severe]","mRR","1.32","1.04-1.68","0.021","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"264","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Chemotherapy","NR","NR",NA,"[mortality]","uRR","1.31","1.08-1.60","0.006","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"univariate"
"265","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Chemotherapy","NR","NR",NA,"[mortality]","mRR","1.37","1.12–1.69","0.003","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"266","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Urology (ureter, bladder, prostate)","1781",NA,NA,"[hospitalisation]","mRR","0.95","0.88–1.02","0.177","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"267","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[ICU]","mRR","0.97","0.89–1.06","0.52","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"268","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[mortality]","mRR","1.12","1.04–1.22","0.004","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"269","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","SOLID AGGREGATED [add all solid values]","8952",NA,"NA","[severe disease]","mRR","0.95","0.84–1.08","0.453","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"270","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Thoracic (lung, mesothelioma)","887",NA,NA,"[hospitalisation]","mRR","1.31","1.19-1.44","<0.001","NR","0.099 (25092/253179)",NA,NA,NA,0.099,25092,253179,NA,"multivariate"
"271","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Thoracic (lung, mesothelioma)","887",NA,NA,"[ICU]","mRR","1.35","1.12–1.63","0.002","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"272","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Thoracic (lung, mesothelioma)","887",NA,NA,"[mortality]","mRR","1.85","1.58–2.17","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"273","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Thoracic (lung, mesothelioma)","887",NA,NA,"[severe disease]","mRR","1.21","0.89–1.63","0.22","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"274","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Total (OF ALL CANCERS)","10426",NA,NA,"[hospitalisation]","mRR","1.1","1.06-1.14","<0.001","0.24 (2476/10426)","0.099 (25092/253179)",0.24,2476,10426,0.099,25092,253179,0.0233151109090496,"multivariate"
"275","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Total (OF ALL CANCERS)","10426",NA,NA,"[ICU]","mRR","1.02","0.95-1.11","0.54","0.065 (674/10426)","0.025 (6449/253179)",0.065,674,10426,0.025,6449,253179,0.0416965965196612,"multivariate"
"276","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Total (OF ALL CANCERS)","10426",NA,NA,"[mortality]","mRR","1.17","1.08-1.25","<0.001","0.075 (781/10426)","0.019 (4854/253179)",0.075,781,10426,0.019,4854,253179,0.0398282465590767,"multivariate"
"277","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Urology (ureter, bladder, prostate)","1781",NA,NA,"[mortality]","mRR","0.82","0.70–0.96","0.015","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"278","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Urology (ureter, bladder, prostate)","1781",NA,NA,"[severe disease]","mRR","0.78","0.60–1.01","0.055","NR","0.011 (2855/253179)",NA,NA,NA,0.011,2855,253179,NA,"multivariate"
"279","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","Urology (ureter, bladder, prostate)","1781",NA,NA,"[ICU]","mRR","0.81","0.68–0.96","0.017","NR","0.025 (6449/253179)",NA,NA,NA,0.025,6449,253179,NA,"multivariate"
"280","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","radiotherapy","NR","NR",NA,"[mortality]","uRR","1.89","1.44-2.49","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"univariate"
"281","68083","Kim 2022","2020-06-01","2021-01-30","LAPIS, Outbreak","Early-clades",119100,185275,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","median","66","47.3","radiotherapy","NR","NR",NA,"[mortality]","mRR","1.83","1.37–2.46","<0.001","NR","0.019 (4854/253179)",NA,NA,NA,0.019,4854,253179,NA,"multivariate"
"282","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","M0/Stage I-III: No metastasis","51 (first wave); 104 (second wave); 155 (total)",NA,"first wave; second wave; combined totalNA","[mortality]","calculatedOR","2.79680365296804",NA,NA,"0.245 (38/155) (total)","0.0876 (133/1511) (total)",0.245,38,155,0.0876,133,1511,0.202356153200295,"univariate"
"283","68304","Korkusuz 2022","2020-03-15","2021-03-03","LAPIS, Outbreak","Early-clades",71,2436,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","64","64.35","Total (OF ALL CANCERS)","66 (first wave); 216 (second wave); 282 (total)",NA,NA,"[ICU]","calculatedOR","3.08333333333333",NA,NA,"0.333 (94/282) (total)","0.108 (164/1511) (total)",0.333,94,282,0.108,164,1511,0.144719630691072,"univariate"
